Ano;Nº do Processo;Tramitação;Tipo de Contrato;Tipo de instrumento Macro;Objeto de Análise;Tipo de Serviços ou parcerias;Parceiro / Contratante;CNPJ;Unidade UFRJ;Sigla Unidade;Centro;Coordenador;Interveniente;Status;Nº Parecer;Parecer;Valor do Projeto;Data de Entrada AGI;Data de Saída AGI;Mês de Entrada;Dias;Data dif;Dias úteis;% DADOS CONCLUÍDO;x;Referências;Data Abertura do processo no SEI;Dias entrada até a AGI;Entrada na Procuradoria;Saída da Procuradoria;Dias PROC;Contrato assinado?;Desistiu da Tramitação do processwo;Data de assinatura do contrato;Dias até a assinatura;Vigência do proj (em meses);ANOTAÇÕES;Responsável;Código;Atividade Principal (CNAE);Ano de assinatura do contrato
2023;23079.246470/2022-23;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Cursos e capacitações;UFRN, UniFAP, UnB, UFRGS;"24.365.710/0001-83; 34.868.257/0001-81; 92.969.856/0001-98";CCS: Faculdade de Medicina (FM);FM;CCS;Patricia Silva Dorneles;Sem Interveniente;Concluído;001/2023;Totalmente favorável;Sem repasse;2023-01-03;2023-01-06;Jan;3.0;;3;1.0;1;Constituição da Rede Interuniversitária de Acessibilidade Cultural - RIACult entre as universidades parceiras Universidade Federal do Rio de Janeiro – UFRJ, a Universidade Federal do Rio Grande do Sul – UFRGS, a Universidade Federal do Amapá – UNIFAP, a Universidade Federal do Rio Grande do Norte– UFRN e a Universidade de Brasilia – UNB, que tem como objetivo atuar na implementação do Programa de Pesquisa e Formação em Acessibilidade Cultural direcionado a promoção da cidadania cultural da pessoa com deficiência;2022-10-10 00:00:00;85;45051;45065;14;Sim;;2024-11-23 00:00:00;-44844.0;60;;;85.32-5-00;Educação superior - graduação e pós-graduação;2024.0
2022;23079.246717/2022-10;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;Petróleo Brasileiro S.A. Petrobrás ;33.000.167/0819-42;Instituto de Macromoléculas;IMA;CT;Elizabete Fernandes Lucas;Coppetec;Concluído;193/2022;Totalmente favorável;4699637.22;2022-11-01;2022-11-05;Nov;4.0;44867.0;2;1.0;1;Desenvolvimento de formulações poliméricas para o escoamento a frio de correntes de refinaria;2022-10-11 00:00:00;21;-;-;-;Não;;44881;36.0;36;;;;;
2022;23079.246768/2022-33;1ª tramitação;Outros;Acordo de Parceria/ Convênio;Contrato;Cursos e capacitações;Secretaria Nacional dos Direitos da Pessoa com Deficiência;;Faculdade de Medicina;FM;CCS;Patricia Silva Dorneles;FUJB;Concluído;215/2022;Favorável com recomendação;764462.5;2022-11-25;2022-12-01;Nov;6.0;44891.0;4;1.0;1;Curso de Especialização em Acessibilidade Cultural - EAD/CULT;2022-10-11 00:00:00;45;-;-;-;Sim;;44903;58.0;24;Termo de Execução Descentralizada;;;;
2022;23079.247479/2022-51;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;Petróleo Brasileiro S.A. Petrobrás ;33.000.167/0819-42;Instituto de Matemática;IM;CCMN;Paulo Goldfeld;Coppetec;Concluído;220/2022;Totalmente favorável;3673149.07;2022-12-02;2022-12-07;Dez;5.0;44898.0;3;1.0;1;“Desenvolvimento de Solver para Simuladores de Reservatórios em Arquiteturas Híbridas;2022-10-14 00:00:00;49;-;-;-;Sim;;44904;56.0;36;;;;;
2024;23079.247342/2022-05;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Cursos e Capacitações;Escola Superior de Enfermagem de Coimbra - ESEnfC e outros - ERASMUS;;CCS: Escola de Enfermagem Anna Nery (EEAN);EEAN;CCS;Elisabete Pimenta Araújo Paz';FUJB;Concluído;012/2024;Favorável com recomendação;114826;2024-02-05;2024-02-14;Fev;10.0;;5;1.0;1;ERASMUS - Educando estudantes em Enfermagem para inovação em controle de infecções no cuidado em saúde;2022-10-14 00:00:00;479;45280;45280;0;Sim;;2024-06-24 00:00:00;-44848.0;24;;Paula;;;2024.0
2022;23079.247771/2022-74;Retorno de Processo;Acordo de Parceria/ Convênio;Outros;Contrato;Outros;FINEP - Financiadora de Estudos e Projetos;33.749.086/0001-09;Divisão de Contratos Fundacionais;PER2;GR;Denise Maria Guimarães Freire;FUJB;Concluído;183/2022;Totalmente favorável;4912730.75;2022-10-24;2022-10-24;Out;1.0;44858.0;1;1.0;1;Desenvolvimento de Plataformas Multiusuários de Resposta às doenças emergentes e reemergentes;2022-10-17 00:00:00;;-;-;-;Sim;;44854;3.0;24;;;;;
2022;23079.248048/2022-11;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;Shell Brasil Petróleo Ltda.;10.456.016/0001-67;"Programa de
Engenharia Civil ";COPPE;CT;Paulo Couto;Coppetec;Concluído;188/2022;Totalmente favorável;66631462.78;2022-10-27;2022-10-29;Out;2.0;44861.0;1;1.0;1;Entendendo propriedades e interações de fluidos complexos do pré sal para otimização da recuperação de petróleo e futuras aplicações de captura e armazenamento de carbono (CFC Fase II);2022-10-18 00:00:00;9;-;-;-;Sim;;44872;20.0;60;;;;;
2022;23079.248217/2022-12;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;Vale S.A.;33.592.510/0001-54;Programa de Engenharia Metalúrgica e de Materiais;PEMM;CT;Luís Marcelo Marques Tavares;Coppetec;Concluído;206/2022;Totalmente favorável;1431227.6;2022-11-17;2022-11-22;Nov;5.0;44883.0;3;1.0;1;Desenvolvimento de projetos conjuntos nas áreas de interesse e atuações comuns a cada parte, envolvendo atividades de pesquisa, desenvolvimento tecnologico, ensino e extensão;2022-10-19 00:00:00;29;44882;44882;0;Não;;;-44853.0;40;;;;;
2022;23079.248330/2022-90;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;Petróleo Brasileiro S.A. Petrobrás ;33.000.167/0819-42;Escola de Química;EQ;CT;Papa Matar Ndiaye;Coppetec;Concluído;196/2022;Totalmente favorável;1241960.58;2022-11-03;2022-11-05;Nov;2.0;44869.0;1;1.0;1;Melhoria da infraestrutura de adequação laboratorial para determinação de umidade em cenários submarinos de processamento, nas instalações da UFRJ;2022-10-19 00:00:00;15;-;-;-;Sim;;44876;23.0;18;;;;;
2024;23079.248451/2022-31;Retorno de Processo;Outros;Outros;Outros;Outros;;;CCS: Instituto de Ciências Biomédicas (ICB);ICB;CCS;Inova UFRJ;FUJB;Concluído;Folha Informação;Totalmente favorável;3000000;2024-02-22;2024-04-05;Fev;44.0;;31;1.0;1;Repasse de royalties e know-how polinaminina (terço unidade acadêmica);2022-10-19 00:00:00;491;;;0;;;;-44853.0;;[Não puxar] Partilha de royalties;Paula;;;
2022;23079.249326_2022_49;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;CNODC Petróleo e Gás Ltda.;19.246.634/0001-57;Engenharia Oceânica;COPPE;CT;Murilo Augusto Vaz;Coppetec;Concluído;201/2022;Totalmente favorável;4258555;2022-11-16;2022-11-18;Nov;2.0;44882.0;2;1.0;1;Desenvolvimento de modelos analíticos e numéricos para análise de dutos revestidos mecanicamente instalados pelo método carretel;2022-10-25 00:00:00;22;44890;44895;5;Sim;;44918;59.0;36;;;;;
2022;23079.249822/2022-01;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;Universidade Federal Fluminense;33.663.683/0001-16, 28.523.215/0001-06 ;Centro Nacional de Biologia Estrutural e Bioimagem;CENABIO;CCS;Adalberto Ramon Vyeira;Sem Interveniente;Concluído;224/2022;Totalmente favorável;Sem repasse;2022-12-06;2022-12-12;Dez;6.0;44902.0;4;1.0;1;Acordo de cooperação entre UFRJ e UFF em Patologia Clínica;2022-10-27 00:00:00;40;45009;45029;20;Não;;;-44861.0;60;;;;;
2022;23079.249838/2022-13;1ª tramitação;Prestação de Serviços;Prestação de Serviços;Contrato;Cursos e capacitações;Instituto Clima e Sociedade - ICS;22 428 410/0001-70;Programa de Planejamento Energético;COPPE;CT;Alexandre Salem Szklo;Coppetec;Concluído;230/2022;Favorável com recomendação;1200000;2022-12-07;2022-12-15;Dez;8.0;44903.0;6;1.0;1;Estratégias de transição para o setor de combustíveis no Brasil;2022-10-27 00:00:00;41;-;-;-;Sim;;44928;67.0;18;;;;;
2022;23079.249973/2022-51;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Outros;Universidade Europeia;;Superintendencia de Relações iNternacionais;SGRI;GR;Amaury Fernandes da Silva Junior;Sem Interveniente;Concluído;195/2022;Totalmente favorável;Sem repasse;2022-11-01;2022-11-05;Nov;4.0;44867.0;2;1.0;1;Intercâmbio de estudantes com a Universidade Européia;2022-10-31 00:00:00;1;44873;44887;14;Não;;;-44865.0;12;;;;;
2022;23079.249969/2022-92;1ª tramitação;Outros;Outros;;Outros;COPPETEC;72.060.999/0001-75;Instituto de Biologia;IB;CCS;Rodrigo Soares Moura Neto;Sem Interveniente;Concluído;212/2022;Outro;Sem repasse;2022-11-24;2022-11-28;Nov;4.0;44889.0;3;1.0;1;Captação de recursos com o fim de financiar a doação de bens, serviços e obras destinados à recuperação de melhoria das instalações do prédio do CCS;2022-10-31 00:00:00;24;-;-;-;Não;;;-44865.0;60;;;;;
2022;23079.249956/2022-13;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;Petróleo Brasileiro S.A. Petrobrás ;33.000.167/0819-42;"Programa de
Engenharia Civil ";COPPE;CT;Paulo Couto;Coppetec;Concluído;198/2022;Totalmente favorável;813463.53;2022-11-11;2022-11-14;Nov;3.0;44877.0;1;1.0;1;Capacitação do LRAP para análise tecnica de restauração de molhabilidade para determinação de permeabilidade relativa em condições representativas dos reservatórios do pré-sal brasileiro (infraestrutura);2022-10-31 00:00:00;11;-;-;-;Sim;;44923;58.0;36;;;;;
2023;23079.2499852022-85;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;RIOZOO Zoologico do Rio de Janeiro S.A.;26.136.828/0001-65;CCS: Instituto de Biologia (IB);IB;CCS;Rodrigo Soares de Moura Neto;Sem Interveniente;Concluído;96/2023;Totalmente favorável;Sem repasse;2023-06-16;2023-06-22;Jun;6.0;;4;1.0;1;Atividades conjuntas de pesquisa científica e tecnológica e desenvolvimento de tecnologia de conhecimento, visando a conservação da biodiversidade;2022-10-31 00:00:00;228;;;0;Não;;;-44865.0;120;;;93.21-2-00;Parques de diversão e parques temáticos;
2023;23079.250962/2022-13;1ª tramitação;Emenda Parlamentar/Subvenção;Acordo de Parceria/ Convênio;Outros;;Fundação Universitária José Bonifácio - FUJB;42.429.480/0001-50;CFCH: Escola de Comunicação (ECO);ECO;CFCH;Suzy dos Santos;Sem Interveniente;Concluído;006/2023;Totalmente favorável;500000;2023-01-17;2023-01-18;Jan;1.0;;1;1.0;1;"Políticas e Estratégias de permanência para mães e outras pessoas em situação de vulnerabilidade social na ECO""";2022-11-06 00:00:00;72;44902;44909;7;Sim;;44973;102.0;;;;94.93-6-00;Atividades de organizações associativas ligadas à cultura e à arte;
2023;23079.251021/2022-05;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Acordo de Cooperação Internacional para CT&I ;INTA - International Trademark Association;;CCJE: Faculdade Nacional de Direito (FND);FND;CCJE;José Roberto Franco Xavier;Coppetec;Concluído;52/2023;Totalmente favorável;108438.75;2023-04-04;2023-04-10;Abr;6.0;;4;1.0;1;Curso de Inserção em Propriedade Intelectual UFRJ e INTA FOUNDATION;2022-11-07 00:00:00;148;45020;45021;1;Sim;;2023-04-18 00:00:00;-44872.0;60;;;;;2023.0
2022;23079.251368/2022-40;1ª tramitação;Prestação de Serviços;Prestação de Serviços;Contrato;Projeto de P&D;Serviço Nacional de Aprendizagem - SENAC;33.469.172/0001-68;"Programa de Engenharia de Sistemas e Computação
e Computação";COPPE;CT;JANO MOREIRA DE SOUZA;Coppetec;Concluído;242/2022;Negado;499601.21;2022-12-16;2022-12-16;Dez;1.0;44911.0;1;1.0;1;desenvolvimento de um software de mensuração da empregabilidade dos cursos de Educação Profissional do Senac, por meio de um ecossistema de informações sobre o Mercado de Trabalho, Perfil das Empresas e Socioeconômico,;2022-11-08 00:00:00;38;-;-;-;Sim;;2023-05-08 00:00:00;181.0;28;;;;;2023.0
2023;23079.251360/2022-83;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;Petróleo Brasileiro S.A. Petrobras;33.000.167/0001-01;CT: Instituto Alberto Luiz Coimbra de Pós-Graduação e Pesquisa de Engenharia (Coppe);COPPE;CT;ANTONIO CARLOS FERNANDES;Coppetec;Concluído;002/2023;Totalmente favorável;2076953.79;2023-01-03;2023-01-06;Jan;3.0;;3;1.0;1;Aprimoramento de Rede Bayesiana para Detecção de Rompimento de Linha de Ancoragem;2022-11-08 00:00:00;56;;;0;Sim;;44936;63.0;60;;;19.21-7-00;Fabricação de produtos do refino de petróleo;
2023;23079.251368/2022-40;Retorno de Processo;Transferência de Tecnologia;Prestação de Serviços;Outros;Transferência de Tecnologia;Serviço Nacional de Aprendizagem no Comércio - SENAC;33.469.172/0001-68;CT: Instituto Alberto Luiz Coimbra de Pós-Graduação e Pesquisa de Engenharia (Coppe);COPPE;CT;JANO MOREIRA DE SOUZA;Coppetec;Concluído;Folha Informação;Outro;499601.21;2023-01-16;2023-02-01;Jan;16.0;;12;1.0;1;"desenvolvimento de um software de mensuração da empregabilidade dos cursos de Educação Profissional do Senac, por meio de um ecossistema de informações sobre o Mercado de Trabalho, Perfil das Empresas e Socioeconômico, a ser realizado em conjunto com o Serviço Nacional de Aprendizagem Comercial (Senac) a sua posterior manutenção, bem como a passagem de conhecimento para a equipe da 
CONTRATANTE";2022-11-08 00:00:00;69;;;0;Sim;;2023-05-08 00:00:00;181.0;28;[Não puxar] - TT;;85.99-6-99;Outras atividades de ensino não especificadas anteriormente;2023.0
2023;23079.251368/2022-40;Retorno de Processo;Transferência de Tecnologia;Prestação de Serviços;Outros;Transferência de Tecnologia;Serviço Nacional de Aprendizagem no Comércio - SENAC;33.469.172/0001-68;CT: Instituto Alberto Luiz Coimbra de Pós-Graduação e Pesquisa de Engenharia (Coppe);COPPE;CT;JANO MOREIRA DE SOUZA;Coppetec;Concluído;68/2023;Totalmente favorável;499601.21;2023-05-03;2023-05-03;Mai;0.0;;0;1.0;1;desenvolvimento de um software de mensuração da empregabilidade dos cursos de educação Profissional do Senac, por meio de um ecossistema de informações sobre o mercado de trabalho, perfil das empresas e socioeconômico;2022-11-08 00:00:00;176;;;0;Sim;;2023-05-08 00:00:00;-44873.0;28;[Não puxar] - TT;;85.99-6-99;Outras atividades de ensino não especificadas anteriormente;2023.0
2022;23079.252201/2022-04;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;Petróleo Brasileiro S.A. Petrobrás ;33.000.167/0819-42;PEQ;COPPE;CT;José Carlos Costa da Silva Pinto;Coppetec;Concluído;219/2022;Totalmente favorável;3583596.19;2022-12-02;2022-12-07;Dez;5.0;44898.0;3;1.0;1;“Monitoramento em Linha e em Tempo Real de Sistemas Críticos de Produção de Óleo e Gás com Auxílio de Ferramentas de Machine Learning (Aumento do escopo de Inteligência Artificial da Biblioteca BIBMON);2022-11-11 00:00:00;21;-;-;-;Sim;;44952;76.0;36;;;;;
2022;23079.252283/2022-89;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;Prefeitura do Município de Macaé;29.115.474/0001-60;Centro Multidisciplinar UFRJ Macaé;UFRJ Macaé;UFRJ Macaé;Anselmo Pestana Ribeiro Costa;Coppetec;Concluído;248/2022;Totalmente favorável;251643.4;2022-12-23;2022-12-27;Dez;4.0;44919.0;2;1.0;1;Desenvolvimento de aplicações de automação em telemetria, incluindo tecnologia em IoT, (Internet das Coisas) com instalação de Estações Meteorológicas e o Centro de Monitoramento e Operações da SEMADC, com o objetivo de implantar o Centro Monitoramento e Operação (CMO) para funcionamento do Sistema de Monitoramento, Alerta e Alarme da Secretaria Adjunta de Defesa Civil, visando a inserção de alunos e profissionais interessados no desenvolvimento de softwares e na instalação de equipamentos de telemetria, para acompanhamento dos indicadores de sustentabilidade e prevenção de desastres naturais contribuindo com o alcance das metas da Agenda 2030, do Marco de Sendai para Redução e Riscos de Desastres 2015-2030, da Política Nacional de Proteção e Defesa Civil através da Lei 12608/2012, além de fomentar ações no âmbito do Ecossistema de Inovação estabelecido em Macaé e apoiar a elaboração de projetos com potencial de geração de negócios de base Tecnológica.;2022-11-13 00:00:00;40;44960;44973;13;Sim;;45029;151.0;12;;;;;
2022;23079.252358/2022-21;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;Petróleo Brasileiro S.A. Petrobrás ;33.000.167/0819-42;Engenharia Oceânica;COPPE;CT;Murilo Augusto Vaz;Coppetec;Concluído;229/2022;Totalmente favorável;5538150.61;2022-12-06;2022-12-13;Dez;7.0;44902.0;5;1.0;1;Reparo de painéis de plataformas por compósito;2022-11-14 00:00:00;22;-;-;-;Sim;;44910;31.0;36;;;;;
2022;23079.252658/2022-19;1ª tramitação;Prestação de Serviços;Prestação de Serviços;Contrato;Projeto de P&D;Techne Gesel;06.301.282/0001-43;Programa de Engenharia de Sistemas e Computação;COPPE;CT;Jano Moreira de Souza;Coppetec;Concluído;246/2022;Favorável com recomendação;113140.8;2022-12-23;2022-12-26;Dez;3.0;44919.0;1;1.0;1;Serviços técnicos na manutenção, aperfeiçoamento e evolução do Portal LAST;2022-11-16 00:00:00;37;-;-;-;Sim;;44960;79.0;12;;;;;
2023;23079.252450/2022-91;1ª tramitação;Acordo de Parceria/ Convênio;Outros;Contrato;Outros;UNIL - Universitè de Lausanne;;Instituto de Pesquisa e Planejamento Urbano e Regional;IPPUR;CCJE;Erick Omena;Sem Interveniente;Concluído;020/2023;Totalmente favorável;Sem repasse;2023-02-23;2023-02-25;Fev;2.0;;1;1.0;1;Cooperação tecnológica e científica para fomentar atividades conjuntas de ensino, pesquisa e extensão, incluindo intercambio de alunos;2022-11-16 00:00:00;99;;;0;Sim;;45040;159.0;60;;;;;
2022;23079.252820/2022-91;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;Petróleo Brasileiro S.A. Petrobrás ;33.000.167/0819-42;Programa de Engenharia Civil;COPPE;CT;Francisco Thiago Sacramento Aragão;Coppetec;Concluído;211/2022;Totalmente favorável;6555199.28;2022-11-23;2022-11-28;Nov;5.0;44889.0;3;1.0;1;Desenvolvimento de soluções de pavimentação asfáltica de baixo carbono;2022-11-17 00:00:00;6;-;-;-;Não;;;-44882.0;36;;;;;
2022;23079.252814/2022-33;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;Petróleo Brasileiro S.A. Petrobrás ;33.000.167/0001-01;Programa de Engenharia Civil;COPPE;CT;Fernando Artur Brasil Danziger;Coppetec;Concluído;232/2022;Totalmente favorável;9806021.67;2022-12-08;2022-12-15;Dez;7.0;44904.0;5;1.0;1;Ensaios a 1g de modelos reduzidos de estacas torpedo: cluster de duas T-120 e T-150;2022-11-17 00:00:00;21;-;-;-;Sim;;44972;90.0;24;;;;;
2023;23079.253043/2022-00;1ª tramitação;Acordo de Parceria/ Convênio;Outros;Contrato;Acordo de Cooperação Técnica;Instituto Brasileiro do Meio Ambiente e dos recursos naturais renováveis (IBAMA);03.659.166/0001-02;CCMN: Instituto de Geociências (Igeo);IGEO;CCMN;Renata Libonati;Sem Interveniente;Concluído;048/2023;Totalmente favorável;Sem repasse;2023-04-03;2023-04-05;Abr;2.0;;2;1.0;1;Acordo de Cooperação Técnica entre o IBAMA e a UFRJ, por meio do Centro Nacional de Prevenção e Combate aos Incêndios Florestais (Prevfogo) e do Laboratório de Aplicações de Satélites Ambientais (LASA), para desenvolvimento e distribuição de aplicações ou dados de sensoriamento remoto visando monitorar incêndios florestais com especial foco na identificação de áreas queimadas.;2022-11-18 00:00:00;136;45061;45061;0;Não;;;-44883.0;60;;;84.11-6-00;Administração pública em geral;
2022;23079.253567/2022-92;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;Petróleo Brasileiro S.A. Petrobrás ;33.000.167/0001-01;Programa de Engenharia Química;COPPE;CT;Vera Maria Martins Salim;Coppetec;Concluído;236/2022;Totalmente favorável;2470336.14;2022-12-13;2022-12-15;Dez;2.0;44909.0;2;1.0;1;Desativação acelerada aplicada a catalisadores de HDS de nafta craqueada;2022-11-22 00:00:00;21;-;-;-;Sim;;44915;28.0;18;;;;;
2022;23079.253552/2022-24;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;Petróleo Brasileiro S.A. Petrobrás ;33.000.167/0001- 01;Programa de Engenharia Química;COPPE;CT;Vera Maria Martins Salim;Coppetec;Concluído;237/2022;Totalmente favorável;865495.77;2022-12-13;2022-12-15;Dez;2.0;44909.0;2;1.0;1;Adequação e manutenção de unidade multireatores para processamento de nafta;2022-11-22 00:00:00;21;-;-;-;Sim;;44915;28.0;18;;;;;
2022;23079.253857/2022-36;1ª tramitação;Prestação de Serviços;Prestação de Serviços;Contrato;Análises, testes e ensaios laboratoriais, medições e instrumentação de campo;PASSARELLI ENGENHARIA E CONSTRUÇÃO LTDA;60.625.829/0001-01;Departamento de Geologia - IGEO;IGEO;CCMN;Emílio Velloso Barroso;Coppetec;Concluído;227/2022;Totalmente favorável;16054.97;2022-12-06;2022-12-13;Dez;7.0;44902.0;5;1.0;1;Análise Geológica- Geomecânica de Solos e Rochas;2022-11-23 00:00:00;13;-;-;-;Não;;;-44888.0;4;;;;;
