Ano;Nº do Processo;Tramitação;Tipo de Contrato;Tipo de instrumento Macro;Objeto de Análise;Tipo de Serviços ou parcerias;Parceiro / Contratante;CNPJ;Unidade UFRJ;Sigla Unidade;Centro;Coordenador;Interveniente;Status;Nº Parecer;Parecer;Valor do Projeto;Data de Entrada AGI;Data de Saída AGI;Mês de Entrada;Dias;Data dif;Dias úteis;% DADOS CONCLUÍDO;x;Referências;Data Abertura do processo no SEI;Dias entrada até a AGI;Entrada na Procuradoria;Saída da Procuradoria;Dias PROC;Contrato assinado?;Desistiu da Tramitação do processwo;Data de assinatura do contrato;Dias até a assinatura;Vigência do proj (em meses);ANOTAÇÕES;Responsável;Código;Atividade Principal (CNAE);Ano de assinatura do contrato
2024;23079.215989/2024-21;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;PETRÓLEO BRASILEIRO S.A. - PETROBRAS;33.000.167/0001-01;CT: Escola de Química (EQ);EQ;CT;Ana Mehl;Coppetec;Concluído;073/2024;Totalmente favorável;7381511.16;2024-04-30;2024-05-07;Abr;8.0;;5;1.0;1;Metodologias portáteis aplicadas a matrizes aquosas e complexas baseados em imagens digitais;2024-04-12 00:00:00;18;;;0;Não;;;-45394.0;40;;Ingrid;;;
2024;23079.216018/2024-07;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;FUNDAÇÃO COORDENAÇÃO DE PROJETOS, PESQUISAS E ESTUDOS TECNOLÓGICOS – COPPETEC;72.060.999/0001-75;CT: Instituto Alberto Luiz Coimbra de Pós-Graduação e Pesquisa de Engenharia (Coppe);COPPE;CT;Francisco Thiago Sacramento Aragão;Sem Interveniente;Concluído;101/2024;Totalmente favorável;87547.58;2024-06-03;2024-06-11;Jun;9.0;;7;1.0;1;“Realização de ensaios e análises relacionados a materiais e estruturas de pavimentação asfáltica”;2024-04-12 00:00:00;52;;;0;Sim;;2024-08-08 00:00:00;-45394.0;60;;Ingrid;;;2024.0
2024;23079.216197/2024-74;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Ensaios Laboratoriais; ASSOCIAÇÃO CANNABIS LUZ MEDICINAL;41.097.008/0001-03;CCMN: Instituto de Química (IQ);IQ;CCMN;Monica Costa Padilha;Sem Interveniente;Concluído;111/2024;Totalmente favorável;sem repasse;2024-06-11;2024-06-24;Jun;14.0;;10;1.0;1;"Avaliação de extratos oleosos de Cannabis medicinal: determinação de
fitocanabinóides e terpenos por cromatografia líquida acoplada a espectrometria de
massas de alta resolução";2024-04-12 00:00:00;60;;;0;Sim;;2024-11-01 00:00:00;-45394.0;60;;Ingrid;;;2024.0
2024;23079.216519/2024-85 ;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;QATARENERGY BRASIL LTDA;15.916.060/0001-26;CCMN: Instituto de Química (IQ);IQ;CCMN;João Monnerat Araújo Ribeiro de Almeida;FUJB;Concluído;069/2024;Totalmente favorável;15912133.68;2024-04-29;2024-05-13;Abr;15.0;;10;1.0;1;"E-HIDROGÊNIO AZUL: UNINDO ELETRIFICAÇÃO E REFORMA A VAPOR DO METANO COMO 
UMA ALTERNATIVA À REFORMA A VAPOR DO METANO CONVENCIONAL + CAPTURA E 
ARMAZENAMENTO DE CO2";2024-04-15 00:00:00;14;;;0;;;;-45397.0;0;;Ingrid;;;
2024;23079.216377/2024-56  ;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Projeto;Estudos Técnicos;ExxonMobil Exploração Brasil Ltda.;04.033.958/0001-30;CT: Instituto Alberto Luiz Coimbra de Pós-Graduação e Pesquisa de Engenharia (Coppe);COPPE;CT;Fabio Souza Toniolo;Coppetec;Concluído;082/2024;Totalmente favorável;8422147.98;2024-05-09;2024-05-16;Mai;8.0;;6;1.0;1;Conversão catalítica de CO2 a olefinas;2024-04-15 00:00:00;24;;;0;;;;-45397.0;60;;Ingrid;;;
2024;23079.216747/2024-55 ;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;FUNDAÇÃO UNIVERSITÁRIA JOSÉ BONIFÁCIO – FUJB;42.429.480/0001-50;CCMN: Instituto de Química (IQ);IQ;CCMN;João Monnerat Araújo Ribeiro de Almeida;FUJB;Concluído;088/2024;Totalmente favorável;6000000;2024-05-16;2024-05-24;Mai;9.0;;7;1.0;1;"AVALIAÇÃO DE SISTEMAS DIVERSOS 
RELACIONADOS À EXPLORAÇÃO E PRODUÇÃO DE ÓLEO, 
GÁS E BIOCOMBUSTÍVEIS, MINERAÇÃO, METALÚRGICA, 
MATERIAIS, ALIMENTÍCIA E FARMACÊUTICA";2024-04-16 00:00:00;30;;;0;;;;-45398.0;60;;Ingrid;;;
2024;23079.216930/2024-51 ;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;PETRÓLEO BRASILEIRO S.A. - PETROBRAS;33.000.167/0001-01;CT: Instituto Alberto Luiz Coimbra de Pós-Graduação e Pesquisa de Engenharia (Coppe);COPPE;CT;João Paulo Bassin;Coppetec;Concluído;107/2024;Totalmente favorável;5589687.5;2024-06-09;2024-06-11;Jun;3.0;;2;1.0;1;"""Otimização dos Processos Biológicos das plantas de tratamento de 
efluentes de refinarias e terminais buscando aumento da eficiência e estabilidade 
operacional”";2024-04-17 00:00:00;53;;;0;;;;-45399.0;36;;Ingrid;;;
2024;23079.217924/2024-11;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;Siemens Corporation;;CT: Instituto Alberto Luiz Coimbra de Pós-Graduação e Pesquisa de Engenharia (Coppe);COPPE;CT;Rosa Maria Meri Leão;Coppetec;Concluído;112/2024;Totalmente favorável;300000;2024-06-12;2024-07-22;Jun;41.0;;29;1.0;1;Modelagem e análise de riscos associados à cybersegurança;2024-04-25 00:00:00;48;;;0;;;;-45407.0;60;;Paula;;;
2024;23079.218303/2024-54;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;Petrogal Brasil S.A.;03.571.723/0001-39;CCMN: Instituto de Química (IQ);IQ;CCMN;João Monnerat Araújo Ribeiro de Almeida;FUJB;Concluído;084/2024;Totalmente favorável;2793857;2024-05-09;2024-05-16;Mai;8.0;;6;1.0;1;"FCC (Future Catalytic Cracking): Explorando novas matérias primas e modos de operação para 
um arranjo de refino atualizado, otimizando o conteúdo sustentável de C nas frações obtidas 
– INFRAESTRUTURA";2024-04-26 00:00:00;13;;;0;;;;-45408.0;18;;Ingrid;;;
2024;23079.218307/2024-32;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;Petrogal Brasil S.A.;03.571.723/0001-39;CCMN: Instituto de Química (IQ);IQ;CCMN;Donato Alexandre Gomes Aranda;FUJB;Concluído;085/2024;Totalmente favorável;7080316.69;2024-05-10;2024-05-16;Mai;7.0;;5;1.0;1;" Emprego de Cavitação na Intensificação de Processos para a
Produção de Combustíveis Marítimos Renováveis, Hidrocarbonetos Vegetais
Oxigenados (HVO) e Combustíveis de Aviação Sustentáveis (SAF)_x000D_";2024-04-26 00:00:00;14;;;0;;;;-45408.0;38;;Ingrid;;;
2024;23079.218293/2024-57;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;Petrogal Brasil S.A.;03.571.723/0001-39;CCMN: Instituto de Química (IQ);IQ;CCMN;João Monnerat Araújo Ribeiro de Almeida;FUJB;Concluído;087/2024;Totalmente favorável;3124641.78;2024-05-15;2024-05-20;Mai;6.0;;4;1.0;1;"FCC (Future Catalytic Cracking): Explorando novas matérias primas e modos de operação para 
um arranjo de refino atualizado, otimizando o conteúdo sustentável de C nas frações obtidas";2024-04-26 00:00:00;19;;;0;;;;-45408.0;24;;Ingrid;;;
2024;23079.218700/2024-26  ;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;Petrogal Brasil S.A.;03.571.723/0001-39;CCMN: Instituto de Química (IQ);IQ;CCMN;João Monnerat Araújo Ribeiro de Almeida;FUJB;Concluído;083/2024;Totalmente favorável;5509005.2;2024-05-09;2024-05-16;Mai;8.0;;6;1.0;1;Desenvolvimento de materiais avançados com dessorção eletrificada para Captura Direta de CO2 do Ar Atmosférico;2024-04-30 00:00:00;9;;;0;;;;-45412.0;24;;Ingrid;;;
2024;23079.218931/2024-30 ;1ª tramitação;Emenda Parlamentar/Subvenção;Outros;Projeto;Outros;FUNDAÇÃO COORDENAÇÃO DE PROJETOS, PESQUISAS E ESTUDOS TECNOLÓGICOS – COPPETEC;72.060.999/0001-75;CCS: Faculdade de Odontologia (FO);FO;CCS;ELSON BRAGA DE MELLO;Coppetec;Concluído;091/2024;Totalmente favorável;8000000;2024-05-21;2024-05-24;Mai;4.0;;4;1.0;1;Ações Itinerantes de Saúde da Mulher;2024-05-01 00:00:00;20;;;0;Sim;;2024-08-20 00:00:00;-45413.0;60;;Ingrid;;;2024.0
2024;23079.219296/2024-16;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;PETRÓLEO BRASILEIRO S.A. - PETROBRAS;33.000.167/0001-01;CT: Instituto de Macromoléculas Professora Eloisa Mano (IMA);IMA;CT;Bluma Guenther Soares;Coppetec;Concluído;139/2024;Totalmente favorável;4081045.39;2024-07-16;2024-07-31;Jul;16.0;;12;1.0;1;"“Caracterização 
Térmica e Mecânica de Revestimentos de Poliureia e de Poliuretano";2024-05-03 00:00:00;74;;;0;Sim;;2024-08-07 00:00:00;-45415.0;36;;Ingrid;;;2024.0
2024;23079.219684/2024-99  ;1ª tramitação;Compartilhamento de Laboratório;Termo de Outorga;Contrato;Outros;Bean Possible Ingredientes e Soluções Tecnológicas LTDA;51.637.097/0001-89;CT: Escola de Química (EQ);EQ;CT;Gabrielle Victoria Gautério;Sem Interveniente;Concluído;079/2024;Favorável com recomendação;46738;2024-05-07;2024-05-21;Mai;15.0;;11;1.0;1;"Desenvolvimento de ingredientes a partir de subprodutos do feijão para uso na 
formulação de alimentos à base de plantas (plant-based)";2024-05-06 00:00:00;1;;;0;;;;-45418.0;24;;Ingrid;;;
2024;23079.219597/2024-31;1ª tramitação;Prestação de Serviços;Prestação de Serviços;Contrato;Estudos Técnicos;CENCODERMA INSTITUIÇÃO DE PESQUISA E DESENVOLVIMENTO DE COSMÉTICOS LTDA,;15.126.252/0001-39 ;CT: Instituto Alberto Luiz Coimbra de Pós-Graduação e Pesquisa de Engenharia (Coppe);COPPE;CT;José Carlos Costa da Silva Pinto;Coppetec;Concluído;117/2024;Totalmente favorável;50000;2024-06-18;2024-07-01;Jun;14.0;;10;1.0;1;Avaliação do Potencial do Óleo Vegetal Reciclado para a Produção de Monômeros;2024-05-06 00:00:00;43;;;0;;;;-45418.0;4;;Ingrid;;;
2024;23079.220111/2024-16;1ª tramitação;Prestação de Serviços;Prestação de Serviços;Contrato;Ensaios Laboratoriais;WSP CONSULTORIA E PROJETOS DO BRASIL LTDA.;00.636.794/0010-75;CCS: Instituto de Biologia (IB);IB;CCS;VINICIUS PERUZZI DE OLIVEIRA;Coppetec;Concluído;125/2024;Totalmente favorável;85698.48;2024-06-25;2024-07-04;Jun;10.0;;8;1.0;1;"Realizar análises de Carbono Orgânico Total, Material particulado em suspensão, Nutrientes (Amônia, 
Nitrato, Nitrito, Fosfato), Fósforo Total, Clorifla-a/Feofitina-a, Total de Sólidos Dissolvidos em amostras 
de água e análises de Granulometria, Carbonatos totais, Carbono orgânico total, Nutrientes 
biodisponíveis (amônia, nitrito, nitrato), Fosfato bio-disponível e Matéria Orgânica Total (MOT) em 
amostras de sedimento, conforme cotação UMAA C-24005WS Rev02 e seu anexo.";2024-05-08 00:00:00;48;;;0;Sim;;2024-07-09 00:00:00;-45420.0;12;;Ingrid;;;2024.0
2024;23079.220135/2024-67;1ª tramitação;Prestação de Serviços;Prestação de Serviços;Contrato;Ensaios Laboratoriais;COMPANHIA USINA TECPAR;03.669.906/0001-91;CT: Escola Politécnica (Poli);Poli;CT;Ismael Vemdrame Flores;Coppetec;Concluído;132/2024;Totalmente favorável;449945.4;2024-07-03;2024-07-12;Jul;10.0;;8;1.0;1;"Realizar ensaios de laboratório para determinar o 
potencial redutor dos gases de exaustão dos processos da contratante (reator de redução e planta de 
carbonização), bem como caracterizar os produtos obtidos em termos de propriedades química e físicas. 
Além disso, a briquetabilidade dos produtos de redução será determinada. ";2024-05-08 00:00:00;56;;;0;Sim;;2024-09-16 00:00:00;-45420.0;16;;Ingrid;;;2024.0
2024;23079.220067/2024-36;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;ESTADO DE MATO GROSSO DO SUL;15.412.257/0001-2;GR: Gabinete da Reitoria;GR;GR;MARCOS AURELIO VASCONCELOS DE FREITAS;FUJB;Concluído;232/2024;Totalmente favorável;3118500;2024-11-07;2024-11-14;Nov;8.0;;6;1.0;1;“Apoio Técnico e Científico à SEMADESC do Governo de Estado do Mato Grosso de Sul para realização de Estudos Ambientais e Elaboração do Plano Diretor do Município de Bonito – MS.”;2024-05-08 00:00:00;183;;;0;Sim;;2024-11-28 00:00:00;-45420.0;12;;Ingrid;;;2024.0
2024;23079.220373/2024-72  ;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;Petróleo Brasileiro S.A;33.000.167/0001-01;CT: Instituto Alberto Luiz Coimbra de Pós-Graduação e Pesquisa de Engenharia (Coppe);COPPE;CT;Fernando Artur Brasil Danziger;Coppetec;Concluído;099/2024;Totalmente favorável;5309138.51;2024-05-29;2024-06-14;Mai;17.0;;11;1.0;1;“Infraestrutura para testes de campo e laboratório, visando calibração de modelos de previsão de capacidade de carga em condutores cravados e bases-torpedo em argila mole.”;2024-05-09 00:00:00;20;;;0;;;;-45421.0;36;;Ingrid;;;
2024;23079.220240/2024-04;1ª tramitação;Prestação de Serviços;Prestação de Serviços;Contrato;Estudos Técnicos;MONGERAL AEGON SEGUROS E PREVIDÊNCIA S/A; 33.608.308/0001-73;CCMN: Instituto de Matemática (IM);IM;CCMN;Mário Moreira Carvalho De Oliveira;Coppetec;Concluído;106/2024;Totalmente favorável;1080000;2024-06-07;2024-06-21;Jun;15.0;;11;1.0;1;Estudos de Longevidade para o Mercado Segurador;2024-05-09 00:00:00;29;;;0;Sim;;2024-09-18 00:00:00;-45421.0;20;;Ingrid;;;2024.0
2024;23079.220240/2024-04;Retorno de Processo;Prestação de Serviços;Prestação de Serviços;Contrato;Estudos Técnicos;MONGERAL AEGON SEGUROS E PREVIDÊNCIA S/A;33.608.308/0001-73;CCMN: Instituto de Matemática (IM);IM;CCMN;Mário Moreira Carvalho De Oliveira;Coppetec;Concluído;127/2024;Totalmente favorável;1080000;2024-05-26;2024-07-12;Jun;48.0;;33;1.0;1;"Estudos de longevidade, persistência de carteiras de segurados e frequência de utilização de 
produtos de microsseguros. O objetivo é dar continuidade às investigações estatísticas e atuariais para 
os diversos conjuntos de segurados da Mongeral Aegon Seguros e Previdência, através da elaboração 
de tábuas de mortalidade, tábuas de entrada em invalidez e de relatórios acerca da persistência de suas 
variadas carteiras e da utilização de produtos de microsseguros";2024-05-09 00:00:00;17;;;0;Sim;;2024-09-18 00:00:00;-45421.0;20;;Ingrid;;;2024.0
2024;23079.220598/2024-29;1ª tramitação;Acordo de Parceria/Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;TRIBUNAL DE JUSTIÇA DO ESTADO DO AMAPÁ;34.870.576/0001-21;CCJE: Faculdade Nacional de Direito (FND);FND;CCJE;DANIELA SILVA FONTOURA DE BARCELLOS;Coppetec;Concluído;257/2024;Totalmente favorável;1396237.5;2024-12-11;2024-12-13;Dez;3.0;;3;1.0;Concluído;“Projeto de Cooperação entre Instituições para Qualificação de Profissionais de Nível Superior (PCI) – Minter.”;2024-05-10 00:00:00;215;;;0;Sim;;2024-12-20 00:00:00;-45422.0;30;;Ingrid;;;2024.0
2024;23079.220753/2024-15;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;PETRÓLEO BRASILEIRO S.A. - PETROBRAS;33.000.167/0001-01;CCS: Instituto de Biologia (IB);IB;CCS;Dulce Gilson Mantuano;Coppetec;Concluído;202/2024;Totalmente favorável;12401492.46;2024-10-08;2024-10-15;Out;8.0;;6;1.0;1;"TÉCNICAS INOVADORAS PARA A 
RESTAURAÇÃO ECOLÓGICA DE ÁREAS 
COSTEIRAS SOB INFLUÊNCIA DA INDÚSTRIA DE 
ÓLEO E GÁS";2024-05-13 00:00:00;148;;;0;Sim;;2024-10-16 00:00:00;-45425.0;36;;Ingrid;;;2024.0
2024;23079.221303/2024-31;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Outros;QatarEnergy Brasil Ltda.;15.916.060/0001-26;CT: Instituto Alberto Luiz Coimbra de Pós-Graduação e Pesquisa de Engenharia (Coppe);COPPE;CT;Carolina Palma Naveira Cotta;Coppetec;Concluído;095/2024;Totalmente favorável;12751701.92;2024-05-24;2024-06-14;Mai;22.0;;14;1.0;1;TRATAMENTO DE ÁGUA DE PRODUÇÃO HIPERSALINA VIA PROCESSOS DE DESTILAÇÃO POR MEMBRANAS;2024-05-15 00:00:00;9;;;0;;;;-45427.0;0;;Ingrid;;;
2024;23079.221163/2024-00;1ª tramitação;Outros;Outros;Outros;Outros;Ministério da Saúde;00.530.493/0001-71;CCS: Instituto de Nutrição Josué de Castro (INJC);INJC;CCS;Gilberto Kac;Sem Interveniente;Concluído;103/2024;Totalmente favorável;14082732;2024-06-04;2024-06-19;Jun;16.0;;12;1.0;1;"Recompor a amostra do Estudo Nacional de Alimentação e Nutrição Infantil (ENANI-2024) com 
a inclusão de 2.500 domicílios com crianças de 60-72 meses (totalizando 15.000 mil domicílios), 
para avaliar as deficiências de micronutrientes, práticas de aleitamento materno, alimentação 
complementar e consumo alimentar, o estado nutricional antropométrico de crianças e suas 
mães biológicas, bem como, avaliar as deficiências de micronutrientes e morbidade autorreferida
em 15.000 mães biológicas e a metabolômica
no soro em uma subamostra de 3.000 mães e 3.000 filhos._x000D_";2024-05-15 00:00:00;20;;;0;Sim;;2025-01-15 00:00:00;-45427.0;48;;Ingrid;;;2025.0
2024;23079.221300/2024-06;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;UNIVERSIDADE AUTÔNOMA DO ESTADO DO MÉXICO;Estranngeiro;CCS: Escola de Enfermagem Anna Nery (EEAN);EEAN;CCS;SILVIA TERESA CARVALHO DE ARAÚJO;Sem Interveniente;Concluído;183/2024;Totalmente favorável;sem repasse;2024-09-18;2024-09-20;Set;3.0;;3;1.0;1;"Cooperação científica e tecnológica
entre as Partes para a promoção de atividades de ensino conjuntas de graduação, pós-graduação,
pesquisa e extensão, bem como atividades acadêmicas de interesse de ambas as instituições.";2024-05-15 00:00:00;126;;;0;;;;-45427.0;60;;Ingrid;;;
2024;23079.221944/2024-96;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;VALE S.A.;33.592.510/0001-54;CT: Escola Politécnica (Poli);POLI;CT;Luis Marcelo Marques Tavares;Coppetec;Concluído;116/2024;Totalmente favorável;556497.02;2024-06-18;2024-06-24;Jun;7.0;;5;1.0;1;Digital Twin na prensagem de pellet feed;2024-05-20 00:00:00;29;;;0;Sim;;2024-11-07 00:00:00;-45432.0;40;;Ingrid;;;2024.0
2024;23079.222072/2024-83;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;FAVELA GAMES TRACKER LTDA;52.695.722/0001-01;CT: Escola Politécnica (Poli);Poli;CT;DIEGO LEONEL CADETTE DUTRA;Coppetec;Concluído;134/2024;Totalmente favorável;1686158.16;2024-07-05;2024-07-12;Jul;8.0;;6;1.0;1;"A implantação de acesso 
em nuvem para as estruturas que a Favela Games está implementando nas 
Favelas da Cidade do Rio de Janeiro. Formatar modelo de otimização de cada VM 
(virtual machine) do projeto e, todas em conjunto, permitindo ganhos de escala e 
reduções de custo.";2024-05-20 00:00:00;46;;;0;Sim;;2024-09-11 00:00:00;-45432.0;36;;Ingrid;;;2024.0
2024;23079.222261/2024-56  ;1ª tramitação;Outros;Outros;Outros;TED;INSTITUTO DE NUTRIÇÃO JOSUÉ DE CASTRO;;CCS: Instituto de Nutrição Josué de Castro (INJC);INJC;CCS;Rosana Salles;Sem Interveniente;Concluído;096/2024;Totalmente favorável;234000;2024-05-24;2024-06-14;Mai;22.0;;14;1.0;1;6º Encontro Nacional de Pesquisa em Soberania e Segurança Alimentar e Nutricional (ENPSSAN);2024-05-21 00:00:00;3;;;0;;;;-45433.0;0;;Ingrid;;;
2024;23079.222482/2024-24;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Outros;Universidade Nacional Costa Rica;;GR: Diretoria de Relações Internacionais;SGRI;GR;Papa Matar Ndiaye;Sem Interveniente;Concluído;108/2024;Totalmente favorável;Sem repasse;2024-06-11;2024-07-12;Jun;32.0;;24;1.0;1;Promover a mobilidade entre ambas as instituições em favor da internacionalização do ensino superior;2024-05-22 00:00:00;20;;;0;;;;-45434.0;60;;Paula;;;
2024;23079.222473/2024-33;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;PETRÓLEO BRASILEIRO S.A. - PETROBRAS;33.000.167/0001-01;CT: Instituto Alberto Luiz Coimbra de Pós-Graduação e Pesquisa de Engenharia (Coppe);COPPE;CT;Oscar Rosa Mattos;Coppetec;Concluído;115/2024;Totalmente favorável;4999438.17;2024-06-18;2024-06-24;Jun;7.0;;5;1.0;1;"Estudo da influência de sólidos formados a partir de processos corrosivos na redução de injetividade em processos de injeção de água do
mar dessulfatada e da reinjeção de água produzida";2024-05-22 00:00:00;27;;;0;Sim;;2024-06-24 00:00:00;-45434.0;30;;Ingrid;;;2024.0
2024;23079.222542/2024-17;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;PREFEITURA MUNICIPAL DE MACAÉ – SECRETARIA DA CASA CIVIL;29.115.474/0001-60;CT: Escola Politécnica (Poli);Poli;CT;Gisele Silva Barbosa;Coppetec;Concluído;141/2024;Favorável com recomendação;2236691.38;2024-07-22;2024-07-31;Jul;10.0;;8;1.0;1;Plano Estratégico de Longo Prazo MACAÉ+20;2024-05-22 00:00:00;61;;;0;;;;-45434.0;36;;Ingrid;;;
2024;23079.222542/2024-17;Retorno de Processo;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;PREFEITURA MUNICIPAL DE MACAÉ;29.115.474/0001-60;CT: Escola Politécnica (Poli);Poli;CT;Gisele Silva Barbosa;Coppetec;Concluído;148/2024;Totalmente favorável;2236691.38;2024-08-02;2024-08-14;Ago;13.0;;9;1.0;1; Plano Estratégico de Longo Prazo MACAÉ+20;2024-05-22 00:00:00;72;;;0;;;;-45434.0;36;;Ingrid;;;
2024;23079.222581/2024-14;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;PREFEITURA MUNICIPAL DE MACAÉ;29.115.474/0001-60;CCS: Instituto de Biodiversidade e Sustentabilidade (Nupem);Nupem;CCS;Carlos Frederico Deluqui Gurgel;Coppetec;Concluído;214/2024;Totalmente favorável;135364.2;2024-10-22;2024-10-28;Out;7.0;;4;1.0;1;"ESTUDO PARA ELABORAÇÃO E 
IMPLEMENTAÇÃO DO PLANO MUNICIPAL DE GERENCIAMENTO COSTEIRO, EM 
MACAÉ";2024-05-22 00:00:00;153;;;0;;;;-45434.0;6;;Ingrid;;;
2024;23079.223036/2024-37;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Outros;PETRÓLEO BRASILEIRO S.A. - PETROBRAS;33.000.167/0001-01;CT: Escola de Química (EQ);EQ;CT;Frederico Wanderley Tavares;Coppetec;Concluído;121/2024;Totalmente favorável;9774490.86;2024-06-20;2024-07-04;Jun;15.0;;11;1.0;1;"Infraestrutura ATOMS - Montagem de infraestrutura de laboratório para medidas experimentais em termodinâmica e cinética de formação de 
hidratos em sistemas gás dominante e óleo dominante.";2024-05-24 00:00:00;27;;;0;Sim;;2024-06-24 00:00:00;-45436.0;12;;Ingrid;;;2024.0
2024;23079.222874/2024-93;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Outros;FUNDAÇÃO OSWALDO CRUZ;33.781.055/0001-35;CT: Escola Politécnica (Poli);POLI;CT;Paulo Cesar Colonna Rosman;Outra;Concluído;120/2024;Totalmente favorável;sem repasse;2024-06-20;2024-07-01;Jun;12.0;;8;1.0;1;"O presente Acordo de Cooperação tem por objeto promover ação conjunta entre as duas instituições no 
desenvolvimento de modelagem computacional como ferramenta de estudos de impacto ambiental 
relacionados a avaliação de qualidade de água de corpos d’água naturais.";2024-05-24 00:00:00;27;;;0;;;;-45436.0;60;;Ingrid;;;
2024;23079.223628/2024-59;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;PETRÓLEO BRASILEIRO S.A. - PETROBRAS;33.000.167/0001-01;CT: Instituto Alberto Luiz Coimbra de Pós-Graduação e Pesquisa de Engenharia (Coppe);COPPE;CT;Breno Pinheiro Jacob;Coppetec;Concluído;110/2024;Totalmente favorável;10576951.3;2024-06-11;2024-06-14;Jun;4.0;;4;1.0;1;"“RiserWEB III - 
Desenvolvimento de Digital Twin de Risers de Perfuração e Intervenção”.";2024-05-29 00:00:00;13;;;0;Sim;;2024-06-17 00:00:00;-45441.0;48;;Ingrid;;;2024.0
2024;23079.223634/2024-14;1ª tramitação;Prestação de Serviços;Prestação de Serviços;Contrato;Estudos Técnicos;FDTE – Fundação para o Desenvolvimento Tecnológico da Engenharia;43.588.755/0001-61;CT: Instituto Alberto Luiz Coimbra de Pós-Graduação e Pesquisa de Engenharia (Coppe);COPPE;CT;Breno Pinheiro Jacob;Coppetec;Concluído;126/2024;Totalmente favorável;349749.57;2024-05-26;2024-07-04;Jun;40.0;;27;1.0;1;"Estudar, desenvolver e implementar a ferramenta computacional denominada DrillingSAFOP para calcular 
a contribuição de rigidez horizontal de risers de perfuração de poços de petróleo offshore, e verificar seus 
critérios de integridade estrutural.";2024-05-29 00:00:00;-3;;;0;;;;-45441.0;12;;Ingrid;;;
2024;23079.223645/2024-96;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;MINISTÉRIO DO MEIO AMBIENTE E MUDANÇA DO CLIMA;37.115.375/0008-83;FCC: Museu Nacional (MN);MN;GR; Nílber Gonçalves da Silva ;Sem Interveniente;Concluído;208/2024;Totalmente favorável;sem repasse;2024-10-14;2024-10-21;Out;8.0;;6;1.0;1;"Acordo de Cooperação Técnica
entre o SFB e Museu Nacional/UFRJ para apoiar a realização do
Inventário Florestal Nacional (IFN)_x000D_";2024-05-29 00:00:00;138;;;0;;;;-45441.0;60;;Ingrid;;;
